"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2011",12.320240533,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2012",12.632804953,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2013",12.111570459,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2014",12.17004005,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2015",12.104523342,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2016",11.18307658,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2017",11.470359113,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1990",4.906739108,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1991",5.562170645,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1992",5.440751782,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1993",6.053208299,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1994",6.228570349,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1995",5.982659609,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1996",6.179881733,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1997",6.744566091,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1998",6.79704952,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1999",7.039159112,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2000",7.435115303,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2001",5.234613167,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2002",5.762645131,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2003",6.034408411,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2004",6.756214235,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2005",7.395020693,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2006",8.754053554,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2007",9.007275585,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2008",8.393396384,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2009",8.811470612,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2010",9.282968426,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2011",8.694048019,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2012",8.757571736,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2013",7.943948394,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2014",8.156610959,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2015",8.526407985,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2016",9.193980851,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2017",8.761373718,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1993",3.007492014,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1994",2.904331158,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1995",2.869468902,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1996",3.15862819,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1997",3.099383879,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1998",3.053921928,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1999",3.140618136,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2000",3.093350552,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2001",3.101850546,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2002",3.500110154,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2003",3.264266683,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2004",3.152010143,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2005",3.195526506,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2006",3.320004228,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2007",3.137203917,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2008",3.198109066,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2009",2.907224915,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2010",3.345155442,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2011",3.185491107,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2012",2.556626309,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2013",2.512773102,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2014",2.625672962,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2015",2.512523484,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2016",2.38974025,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2017",2.318250053,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1990",1.649950427,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1991",1.623201831,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1992",1.616123487,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1993",1.576238359,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1994",1.541865641,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1995",1.487632447,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1996",1.468338731,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1997",1.434680463,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1998",1.427430542,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1999",1.395950422,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2000",1.295572106,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2001",1.306505366,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2002",1.25370737,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2003",1.176686619,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2004",1.152608149,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2005",1.086021751,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2006",1.060771904,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2007",1.06826842,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2008",1.062657435,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2009",1.090866753,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2010",0.933558143,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2011",0.749297709,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2012",0.66721884,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2013",0.454612976,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2014",0.345773588,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2015",0.482844701,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2016",0.530611811,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2017",0.514396877,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1990",1.180016081,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1991",1.188433747,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1992",1.291629781,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1993",1.47474575,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1994",1.413390887,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1995",1.313608339,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1996",1.460436023,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1997",1.491703058,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1998",1.363488825,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1999",1.289389757,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2000",1.441307374,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2001",1.332838461,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2002",1.30438859,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2003",1.338206586,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2004",1.579145744,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2005",1.3123524,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2006",1.443007637,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2007",1.303035146,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2008",1.45356167,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2009",1.557428514,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2010",1.70188251,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2011",1.720784754,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2012",1.661209135,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2013",1.80090498,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2014",1.731643692,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2015",1.598556222,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2016",1.778986473,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2017",1.817940964,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1990",4.302123772,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1991",3.560051263,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1992",3.435799571,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1993",3.857932532,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1994",3.707844279,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1995",3.56982141,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1996",4.387568394,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1997",4.317400025,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1998",4.265250631,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1999",3.522535422,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2000",3.16296175,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2001",3.423320287,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2002",3.183127329,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2003",3.697638103,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2004",4.116145987,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2005",3.834853341,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2006",4.472241596,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2007",4.674370691,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2008",3.813492362,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2009",3.589448796,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2010",4.365962121,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2011",4.144610147,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2012",3.465464885,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2013",2.744672021,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2014",2.633904727,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2015",2.448150798,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2016",2.669774627,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2017",2.822846078,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1990",9.966018834,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1991",12.320117174,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1992",10.094049862,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1993",10.652014375,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1994",13.893728547,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1995",12.343442985,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1996",13.616140466,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1997",14.431481904,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1998",13.658681624,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1999",13.467696819,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2000",16.549079824,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2001",15.178044216,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2002",17.787867134,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2003",18.342168994,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2004",18.374709053,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2005",16.869843388,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2006",21.966892297,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2007",19.938212753,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2008",23.445153866,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2009",17.854493861,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2010",18.893040284,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2011",19.680604321,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2012",19.433256761,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2013",20.65271771,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2014",18.167431097,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2015",18.457517976,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2016",19.323211109,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2017",19.270854703,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1992",25.195179654,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1993",27.850598118,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1994",26.532235696,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1995",22.512764082,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1996",19.449621358,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1997",16.361266878,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1998",15.68913543,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","1999",15.7253579,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2000",14.421889485,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2001",13.512658046,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2002",13.891058009,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2003",14.58459825,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2004",15.742190944,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2005",16.79973382,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2006",18.090732095,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2007",19.274063583,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2008",19.536720378,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2009",18.666945647,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2010",18.486338832,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2011",17.175514148,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2012",16.532608516,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2013",16.780957513,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2014",17.090237887,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2015",17.175196916,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2016",17.052068253,
"KAZ","MEATCONSUMP","BEEF","KG_CAP","A","2017",17.210363405,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1990",2.5836509,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1991",2.911636506,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1992",2.948790491,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1993",3.000506117,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1994",3.235142513,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1995",3.530365987,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1996",3.826191087,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1997",3.743433412,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1998",3.275807558,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","1999",3.548618688,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2000",4.125382583,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2001",4.138553364,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2002",4.235328517,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2003",4.358547543,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2004",5.188891489,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2005",5.024679895,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2006",4.719854094,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2007",4.537496481,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2008",4.0076306,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2009",4.219415942,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2010",4.152647001,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2011",4.379979952,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2012",4.411846874,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2013",4.823069495,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2014",4.871680917,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2015",5.377274189,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2016",5.028273606,
"MYS","MEATCONSUMP","BEEF","KG_CAP","A","2017",4.816551191,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","1990",1.501337992,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","1991",1.473480256,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","1992",1.469419558,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","1993",1.665247649,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","1994",1.761043238,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","1995",1.730457688,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","1996",1.776288623,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","1997",1.819841547,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","1998",1.794525785,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","1999",1.753300371,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2000",1.597273181,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2001",1.775210921,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2002",1.957929726,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2003",1.640070094,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2004",1.679863025,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2005",1.545145401,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2006",1.275166389,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2007",1.568052761,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2008",1.528135363,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2009",1.499907854,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2010",1.100049073,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2011",1.233274582,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2012",1.213942748,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2013",1.54368399,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2014",1.521636872,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2015",1.493516851,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2016",1.443993626,
"NGA","MEATCONSUMP","BEEF","KG_CAP","A","2017",1.403656521,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","1990",4.33437912,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","1991",4.398330746,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","1992",4.497811547,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","1993",4.60255315,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","1994",4.716032291,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","1995",4.825725876,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","1996",3.984155363,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","1997",4.483575072,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","1998",4.477268099,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","1999",4.480830617,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2000",4.473677904,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2001",4.458064454,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2002",4.495468264,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2003",4.509799751,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2004",4.537503026,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2005",4.567524357,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2006",5.816875482,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2007",5.862605713,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2008",5.886912989,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2009",5.945285955,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2010",6.007950712,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2011",6.091845748,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2012",6.155280152,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2013",6.253958418,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2014",6.2984385,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2015",6.249151013,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2016",6.265848722,
"PAK","MEATCONSUMP","BEEF","KG_CAP","A","2017",6.247618319,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","1990",14.26036205,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","1991",28.434027296,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","1992",31.768580998,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","1993",29.730635208,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","1994",29.123753308,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","1995",29.970544346,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","1996",28.547203478,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","1997",27.789240659,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","1998",26.481067696,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","1999",30.244079755,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2000",24.951413383,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2001",22.474997274,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2002",27.415931518,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2003",22.701784442,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2004",13.303931595,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2005",8.611759344,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2006",21.248348445,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2007",23.652593502,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2008",28.415486265,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2009",31.536815927,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2010",25.868609701,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2011",22.231182485,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2012",25.258394899,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2013",22.905633109,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2014",22.686566212,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2015",25.20799104,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2016",26.263527598,
"PRY","MEATCONSUMP","BEEF","KG_CAP","A","2017",27.336936464,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","1990",1.567176878,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","1991",1.538373122,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","1992",1.59997961,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","1993",1.686350025,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","1994",1.855206757,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","1995",2.117490948,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","1996",2.344585336,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","1997",2.69320491,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","1998",2.634640456,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","1999",3.170412566,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2000",3.365191609,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2001",3.148376686,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2002",3.187435399,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2003",3.179650948,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2004",3.387836034,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2005",3.061449026,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2006",3.010595379,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2007",3.362503404,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2008",3.320276096,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2009",3.054671928,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2010",3.185336607,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2011",3.480197146,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2012",2.931331085,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2013",2.852962196,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2014",3.069617615,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2015",3.005934819,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2016",3.120949035,
"PHL","MEATCONSUMP","BEEF","KG_CAP","A","2017",3.122439143,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","1990",0.000000474,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","1991",0.000000473,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","1992",20.194400984,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","1993",18.893680718,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","1994",17.946713017,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","1995",15.598935062,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","1996",15.136675044,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","1997",15.250959693,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","1998",14.000665323,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","1999",11.94999192,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2000",10.310738516,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2001",11.269002414,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2002",12.004763977,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2003",12.222690204,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2004",12.088478341,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2005",12.600114219,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2006",11.929810734,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2007",12.366176518,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2008",14.15883779,
